department,region,education,gender,recruitment_channel,Training_Time,age,Performance_Rating,Years_at_company,Working_Hours,Flexible_Timings,Workload_level,Monthly_Income,Work_Satisfaction,Percent_salary_hike,companies_worked,Marital_Status,Stress_status,Results
Legal,region_7,Bachelor's,f,other,1,30,3.33513425016372,1,8,No,Low,87000,No,20,3,No,Yes,1
Sales & Marketing,region_2,Bachelor's,m,referred,1,29,3.0,2,9,No,Low,43000,Yes,28,5,Yes,No,0
R&D,region_4,Master's & above,m,sourcing,1,44,5.0,7,10,No,Low,87000,No,30,6,Yes,Yes,1
Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,2.0,3,8,Yes,High,43000,Yes,34,5,No,Yes,1
Analytics,region_2,Master's & above,m,other,1,59,3.0,17,9,No,High,45000,Yes,25,4,No,Yes,1
Finance,region_22,Bachelor's,m,other,4,32,3.0,7,10,Yes,High,34000,Yes,30,5,No,Yes,1
Sales & Marketing,region_17,Bachelor's,m,sourcing,1,31,5.0,7,8,Yes,High,25000,No,25,6,Yes,Yes,1
Technology,region_17,Bachelor's,f,sourcing,1,32,5.0,3,9,No,High,45000,Yes,30,5,Yes,Yes,1
Procurement,region_7,Bachelor's,m,sourcing,1,30,3.33513425016372,1,7,No,Low,18000,Yes,25,4,Yes,Yes,1
R&D,region_2,Bachelor's,m,other,1,35,3.33513425016372,1,8,No,High,60000,No,30,6,Yes,No,0
Procurement,region_2,Bachelor's,f,other,1,28,3.0,6,9,Yes,High,89000,Yes,25,7,No,Yes,1
Operations,region_3,Master's & above,m,other,1,45,4.0,7,7,Yes,Low,23000,No,30,5,No,Yes,1
Analytics,region_22,Bachelor's,m,referred,1,28,3.33513425016372,1,8,No,High,45000,No,25,4,Yes,Yes,1
Operations,region_15,Bachelor's,f,other,1,33,1.0,7,9,No,Low,39000,No,30,3,No,No,0
Sales & Marketing,region_15,Bachelor's,m,sourcing,1,44,1.0,6,7,No,Low,40000,Yes,25,5,Yes,Yes,1
Sales & Marketing,region_10,Master's & above,m,sourcing,1,50,5.0,7,8,Yes,Low,45000,No,30,6,No,Yes,1
Operations,region_22,Bachelor's,m,other,1,31,3.0,7,9,Yes,Low,56000,Yes,25,3,No,Yes,1
Procurement,region_5,Bachelor's,m,other,1,37,2.0,2,7,No,Low,34000,No,21,4,No,Yes,1
Analytics,region_10,Master's & above,m,sourcing,1,31,3.0,5,9,Yes,Low,45000,Yes,19,5,Yes,Yes,1
Operations,region_14,Bachelor's,m,other,2,38,5.0,3,7,No,Low,57000,Yes,20,6,Yes,Yes,1
Sales & Marketing,region_22,Bachelor's,f,other,1,25,1.0,3,9,No,Low,76000,Yes,25,4,No,Yes,1
Procurement,region_2,Bachelor's,f,sourcing,1,59,2.0,20,7,No,Low,87000,Yes,30,3,No,Yes,1
Operations,region_22,Master's & above,f,other,1,37,5.0,8,6,No,High,45000,Yes,25,3,Yes,Yes,1
Sales & Marketing,region_2,Master's & above,m,other,1,38,4.0,7,9,Yes,Low,45000,No,30,4,No,Yes,1
Sales & Marketing,region_15,Bachelor's,m,other,1,20,1.0,2,7,Yes,High,30000,No,525,5,No,No,0
Sales & Marketing,region_4,Bachelor's,m,other,1,37,5.0,3,8,No,Low,20000,Yes,10,3,Yes,No,0
Sales & Marketing,region_11,Bachelor's,m,other,3,31,1.0,5,9,Yes,High,25000,Yes,8,3,No,No,0
Operations,region_13,Bachelor's,f,sourcing,1,35,5.0,3,6,No,Low,45000,Yes,12,2,No,Yes,1
Sales & Marketing,region_2,Bachelor's,m,other,1,52,2.0,25,7,Yes,High,45000,No,15,3,No,Yes,1
Operations,region_15,Master's & above,m,other,1,37,4.0,12,9,No,Low,53000,Yes,26,4,No,No,0
Technology,region_25,Master's & above,m,sourcing,1,36,5.0,8,9,No,High,45000,No,30,4,Yes,No,0
Legal,region_3,Bachelor's,m,other,1,29,1.0,3,8,No,High,60000,No,19,3,No,Yes,1
Procurement,region_2,Master's & above,f,other,1,39,3.0,12,7,Yes,Low,45000,Yes,15,2,No,No,0
Technology,region_7,Master's & above,m,sourcing,1,33,1.0,3,10,No,Low,43000,Yes,20,4,No,Yes,1
Procurement,region_2,Master's & above,m,other,1,56,3.0,7,7,No,Low,56000,No,30,3,Yes,Yes,1
Operations,region_13,Master's & above,f,sourcing,1,43,2.0,5,6,No,High,43000,No,25,2,Yes,Yes,1
Operations,region_27,Bachelor's,m,other,1,33,5.0,3,8,Yes,High,45000,No,16,3,No,Yes,1
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,5.0,6,9,No,High,34000,Yes,20,4,No,Yes,1
Sales & Marketing,region_26,Bachelor's,m,sourcing,1,37,1.0,5,6,Yes,High,25000,No,25,3,No,Yes,1
Sales & Marketing,region_2,Master's & above,f,other,1,42,5.0,4,8,Yes,High,45000,Yes,30,2,Yes,No,0
Sales & Marketing,region_11,Bachelor's,m,other,1,29,5.0,4,9,Yes,Low,45000,No,25,1,Yes,Yes,1
Procurement,region_2,Bachelor's,f,other,1,32,1.0,5,8,Yes,High,78300,Yes,30,3,No,No,0
Procurement,region_17,Master's & above,m,other,1,41,3.0,11,9,Yes,Low,56000,Yes,25,4,Yes,No,0
Sales & Marketing,region_31,Bachelor's,m,other,1,27,5.0,3,7,No,Low,45000,No,30,5,Yes,No,0
Procurement,region_15,Bachelor's,m,other,1,30,3.0,3,8,Yes,Low,43000,No,23,3,Yes,No,0
Finance,region_28,Bachelor's,m,other,1,30,3.0,5,9,No,High,45000,Yes,30,2,Yes,Yes,1
Sales & Marketing,region_12,Bachelor's,m,sourcing,1,26,3.0,2,10,Yes,Low,30000,No,25,3,Yes,Yes,1
Operations,region_15,Bachelor's,m,other,1,33,4.0,7,7,Yes,High,45000,Yes,30,4,No,Yes,1
Sales & Marketing,region_5,Bachelor's,m,other,1,23,5.0,2,8,No,Low,45000,Yes,25,4,No,No,0
Sales & Marketing,region_1,Bachelor's,m,other,1,38,5.0,8,8,No,High,50000,No,30,5,Yes,Yes,1
Finance,region_2,Below Secondary,m,other,2,24,5.0,2,7,No,Low,34000,No,15,3,Yes,Yes,1
HR,region_22,Bachelor's,f,other,1,27,5.0,4,5,No,High,45000,Yes,20,3,No,Yes,1
Sales & Marketing,region_7,Bachelor's,m,other,1,32,4.0,8,7,Yes,High,45000,No,25,2,Yes,Yes,1
Technology,region_26,Bachelor's,f,referred,2,25,4.0,2,8,No,Low,30000,Yes,30,3,No,No,0
Procurement,region_16,Bachelor's,f,other,1,36,4.0,7,8,No,High,20000,No,35,4,No,Yes,1
Technology,region_8,Bachelor's,m,sourcing,2,26,3.0,2,9,Yes,High,25000,No,23,1,Yes,Yes,1
Legal,region_22,Bachelor's,m,referred,1,29,4.0,2,6,No,Low,45000,Yes,35,3,Yes,Yes,1
Finance,region_2,Bachelor's,m,other,1,28,1.0,2,8,No,High,45000,Yes,30,4,No,Yes,1
Operations,region_22,Bachelor's,m,sourcing,1,38,1.0,4,9,Yes,Low,53000,Yes,25,3,No,No,0
Operations,region_2,Bachelor's,f,sourcing,1,45,4.0,15,7,Yes,High,45000,Yes,20,4,No,Yes,1
Procurement,region_10,Bachelor's,m,other,2,30,2.0,2,7,Yes,Low,60000,No,28,2,Yes,Yes,1
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,38,2.0,2,8,Yes,High,45000,Yes,30,3,Yes,Yes,1
Analytics,region_14,Bachelor's,m,sourcing,1,30,3.33513425016372,1,9,No,Low,43000,No,34,4,No,No,0
Analytics,region_7,Master's & above,f,sourcing,1,35,5.0,10,7,No,Low,56000,Yes,25,3,No,No,0
Sales & Marketing,region_27,Bachelor's,m,sourcing,2,25,3.0,2,4,No,Low,43000,Yes,30,2,Yes,No,0
Operations,region_31,Master's & above,f,sourcing,1,35,4.0,3,6,No,Low,45000,No,25,4,No,No,0
Technology,region_5,Bachelor's,m,other,2,32,3.0,7,8,Yes,Low,34000,Yes,30,2,Yes,No,0
Sales & Marketing,region_13,Bachelor's,f,other,1,30,4.0,7,9,Yes,Low,25000,Yes,25,4,Yes,Yes,1
Sales & Marketing,region_13,Master's & above,m,sourcing,2,33,3.0,9,10,No,Low,45000,No,30,4,No,Yes,1
Sales & Marketing,region_7,Bachelor's,f,sourcing,1,38,3.0,11,9,Yes,Low,18000,No,25,3,No,Yes,1
Sales & Marketing,region_32,Bachelor's,m,other,1,32,1.0,4,8,Yes,Low,60000,Yes,30,2,No,Yes,1
Technology,region_2,Master's & above,m,other,1,36,3.0,10,7,Yes,High,89000,No,25,3,No,Yes,1
Technology,region_27,Bachelor's,f,sourcing,1,30,3.0,5,8,Yes,Low,23000,Yes,30,4,No,Yes,1
Sales & Marketing,region_7,Master's & above,f,other,1,35,4.0,8,9,Yes,High,45000,No,25,4,Yes,No,0
Technology,region_26,Master's & above,m,other,1,44,4.0,19,7,No,Low,39000,Yes,30,3,Yes,Yes,1
Sales & Marketing,region_22,Master's & above,m,other,1,36,1.0,7,8,No,High,40000,Yes,25,4,Yes,Yes,1
Operations,region_2,Master's & above,f,other,1,41,3.0,5,7,No,Low,45000,Yes,21,3,Yes,No,0
Technology,region_7,Master's & above,m,sourcing,1,31,1.0,4,8,Yes,High,56000,Yes,19,4,Yes,No,0
Sales & Marketing,region_6,Bachelor's,f,sourcing,1,25,1.0,2,9,No,Low,34000,Yes,20,5,Yes,Yes,1
Operations,region_32,Bachelor's,f,other,1,32,4.0,6,7,Yes,High,45000,Yes,25,3,No,No,0
Operations,region_30,Bachelor's,f,other,1,31,4.0,4,9,Yes,High,57000,Yes,30,4,Yes,Yes,1
Sales & Marketing,region_2,Master's & above,f,sourcing,2,45,2.0,18,8,No,Low,76000,Yes,25,4,Yes,No,0
Sales & Marketing,region_2,Bachelor's,m,sourcing,1,48,3.0,5,8,No,Low,87000,No,30,3,Yes,Yes,1
Operations,region_4,Master's & above,f,sourcing,1,45,5.0,7,9,Yes,Low,43000,Yes,525,4,Yes,Yes,1
Operations,region_31,Master's & above,f,other,1,33,5.0,6,10,Yes,High,87000,No,10,4,No,Yes,1
Sales & Marketing,region_27,Bachelor's,m,other,1,33,4.0,7,8,Yes,High,43000,No,8,5,No,Yes,1
HR,region_13,Bachelor's,m,other,1,25,3.0,2,9,Yes,High,45000,Yes,12,3,No,No,0
Sales & Marketing,region_2,Bachelor's,m,other,1,36,5.0,4,7,No,High,34000,No,15,3,No,No,0
HR,region_7,Bachelor's,m,sourcing,2,31,3.0,3,8,No,High,25000,Yes,20,4,No,No,0
Sales & Marketing,region_3,Bachelor's,m,other,1,40,3.0,4,9,No,Low,45000,No,25,5,Yes,No,0
Technology,region_14,Bachelor's,f,sourcing,1,29,4.0,5,7,No,High,18000,No,30,4,No,Yes,1
Technology,region_5,Master's & above,m,other,1,31,1.0,2,8,No,High,60000,Yes,25,3,Yes,No,0
HR,region_31,Bachelor's,m,sourcing,1,32,5.0,2,9,No,Low,89000,Yes,20,2,Yes,Yes,1
Finance,region_7,Bachelor's,m,other,1,32,4.0,4,10,No,High,23000,No,25,4,Yes,Yes,1
Operations,region_2,Bachelor's,f,other,1,35,3.0,5,8,Yes,Low,45000,Yes,30,4,No,Yes,1
Sales & Marketing,region_24,Bachelor's,m,other,1,24,3.0,2,9,No,Low,39000,No,25,3,Yes,Yes,1
Sales & Marketing,region_22,Master's & above,m,sourcing,2,33,2.0,5,7,Yes,Low,40000,No,30,4,Yes,Yes,1
Procurement,region_7,Master's & above,m,other,1,45,5.0,19,9,No,Low,45000,No,19,5,Yes,Yes,1
Sales & Marketing,region_17,Bachelor's,m,other,1,29,1.0,5,7,No,High,56000,Yes,15,3,No,No,0
Operations,region_2,Bachelor's,f,other,4,34,4.0,7,9,No,High,34000,No,20,2,Yes,Yes,1
Technology,region_14,Master's & above,m,other,1,45,3.0,16,7,Yes,Low,45000,Yes,30,3,No,Yes,1
Sales & Marketing,region_2,Master's & above,m,other,1,35,2.0,10,6,Yes,Low,45000,Yes,25,4,Yes,No,0
Sales & Marketing,region_7,Master's & above,m,sourcing,1,34,4.0,6,9,No,Low,53000,No,16,4,Yes,No,0
Technology,region_22,Master's & above,m,sourcing,1,33,4.0,10,7,Yes,High,45000,Yes,20,3,No,Yes,1
Analytics,region_34,Bachelor's,m,sourcing,1,34,3.0,2,8,Yes,Low,60000,No,25,2,No,Yes,1
Operations,region_31,Master's & above,m,other,2,34,4.0,4,9,Yes,High,45000,Yes,30,2,Yes,No,0
Sales & Marketing,region_7,Bachelor's,f,other,1,33,4.0,3,6,No,Low,43000,Yes,25,3,Yes,Yes,1
Technology,region_2,Master's & above,m,other,1,43,3.0,4,7,No,High,56000,No,30,4,No,No,0
Operations,region_21,Bachelor's,f,sourcing,1,27,3.33513425016372,1,9,No,Low,43000,No,25,3,Yes,Yes,1
Operations,region_4,Bachelor's,f,other,1,34,1.0,2,9,No,High,45000,No,30,2,No,Yes,1
Operations,region_31,Bachelor's,m,other,1,31,4.0,5,8,No,Low,34000,Yes,23,3,Yes,No,0
Finance,region_2,Bachelor's,f,sourcing,1,27,3.0,2,7,Yes,High,25000,No,30,2,Yes,Yes,1
Sales & Marketing,region_19,Bachelor's,f,other,1,32,3.0,7,10,Yes,High,45000,Yes,25,3,Yes,Yes,1
Sales & Marketing,region_2,Bachelor's,f,other,2,40,3.0,8,7,No,Low,18000,Yes,30,2,Yes,Yes,1
Sales & Marketing,region_13,Bachelor's,m,sourcing,1,36,5.0,2,6,Yes,Low,60000,No,25,3,Yes,No,0
Technology,region_2,Bachelor's,m,other,1,20,3.0,2,8,No,Low,89000,No,30,4,Yes,Yes,1
Sales & Marketing,region_3,Bachelor's,m,sourcing,1,36,5.0,5,9,No,High,23000,No,15,6,No,Yes,1
Sales & Marketing,region_22,Bachelor's,m,other,1,25,2.0,3,6,Yes,High,45000,No,20,4,Yes,Yes,1
Procurement,region_22,Master's & above,f,sourcing,1,36,5.0,5,8,Yes,High,39000,No,25,2,No,Yes,1
Operations,region_31,Master's & above,m,sourcing,1,38,4.0,10,9,No,High,40000,No,30,4,No,Yes,1
HR,region_31,Bachelor's,m,sourcing,1,27,5.0,4,8,No,High,45000,No,35,3,Yes,Yes,1
Technology,region_10,Master's & above,m,other,1,36,3.0,7,9,No,Low,56000,No,23,5,No,Yes,1
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,2.0,14,7,Yes,High,34000,No,35,6,No,No,0
HR,region_32,Bachelor's,m,other,1,27,3.33513425016372,1,8,Yes,Low,45000,No,30,5,No,No,0
Sales & Marketing,region_10,Bachelor's,m,sourcing,1,30,3.0,7,9,Yes,Low,57000,No,25,4,Yes,Yes,1
Sales & Marketing,region_9,Bachelor's,m,other,1,25,1.0,2,10,Yes,Low,76000,No,20,5,Yes,Yes,1
Sales & Marketing,region_31,Bachelor's,m,sourcing,1,23,3.33513425016372,1,7,No,High,87000,No,28,6,Yes,No,0
Procurement,region_2,Master's & above,m,sourcing,2,37,5.0,8,8,No,Low,43000,Yes,30,5,Yes,Yes,1
Sales & Marketing,region_5,Master's & above,m,sourcing,1,39,3.0,6,8,Yes,High,87000,No,34,4,Yes,No,0
Technology,region_13,Bachelor's,m,sourcing,1,30,4.0,1,7,No,Low,43000,No,25,6,No,Yes,1
Procurement,region_2,Below Secondary,f,other,1,22,2.0,2,5,Yes,High,45000,Yes,30,7,Yes,Yes,1
Finance,region_2,Master's & above,f,sourcing,1,39,4.0,6,7,Yes,Low,34000,Yes,25,5,Yes,Yes,1
Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,5.0,4,7,Yes,Low,25000,No,30,4,No,Yes,1
Operations,region_7,Bachelor's,m,other,1,31,3.0,1,8,No,High,45000,No,25,3,Yes,Yes,1
Operations,region_26,Bachelor's,f,sourcing,1,25,1.0,3,9,Yes,Low,18000,No,30,5,No,Yes,1
Sales & Marketing,region_12,Bachelor's,m,other,1,28,3.33513425016372,1,6,Yes,High,60000,Yes,25,6,No,Yes,1
Analytics,region_22,Bachelor's,f,other,1,31,1.0,5,8,Yes,Low,89000,No,30,3,Yes,Yes,1
Technology,region_7,Master's & above,f,other,1,45,5.0,3,9,No,Low,23000,No,25,4,No,No,0
Procurement,region_7,Bachelor's,m,other,1,31,5.0,3,7,Yes,Low,45000,Yes,30,5,Yes,No,0
Sales & Marketing,region_13,Bachelor's,m,other,1,56,2.0,11,7,No,Low,39000,No,25,6,Yes,Yes,1
Procurement,region_22,Bachelor's,f,other,1,28,4.0,2,8,No,Low,40000,No,30,4,Yes,Yes,1
Sales & Marketing,region_7,Bachelor's,m,other,1,44,1.0,15,9,Yes,Low,45000,No,25,3,No,Yes,1
Operations,region_23,Bachelor's,m,other,1,35,4.0,7,7,Yes,Low,56000,No,21,3,No,Yes,1
Procurement,region_13,Bachelor's,f,other,1,25,1.0,2,4,Yes,Low,34000,No,19,4,No,Yes,1
Technology,region_27,Bachelor's,f,sourcing,1,27,2.0,3,6,Yes,Low,45000,No,20,5,No,Yes,1
Operations,region_22,Bachelor's,f,other,1,35,4.0,4,8,Yes,High,57000,No,25,3,Yes,Yes,1
Finance,region_20,Bachelor's,m,other,1,27,4.0,4,9,No,Low,76000,No,30,3,Yes,Yes,1
Operations,region_31,Bachelor's,m,other,1,27,4.0,4,10,No,High,87000,No,25,2,Yes,Yes,1
Analytics,region_15,Bachelor's,m,other,1,27,3.0,3,9,Yes,Low,43000,No,30,3,Yes,Yes,1
Procurement,region_2,Bachelor's,f,other,4,34,3.0,4,8,Yes,High,87000,Yes,525,4,Yes,Yes,1
Legal,region_5,Bachelor's,m,other,2,31,5.0,3,7,Yes,Low,45000,No,10,4,No,Yes,1
Procurement,region_26,Bachelor's,m,sourcing,1,31,1.0,5,8,Yes,High,45000,No,8,3,Yes,No,0
Sales & Marketing,region_4,Bachelor's,m,other,1,40,3.0,8,9,Yes,Low,30000,No,12,2,Yes,Yes,1
Technology,region_32,Bachelor's,f,other,1,26,3.33513425016372,1,7,Yes,High,20000,No,15,4,Yes,Yes,1
Technology,region_7,Master's & above,f,other,1,35,1.0,10,8,No,High,25000,Yes,26,3,No,No,0
Technology,region_33,Bachelor's,f,other,1,36,3.0,9,7,No,Low,45000,No,30,2,No,Yes,1
Operations,region_22,Master's & above,f,other,1,57,5.0,15,8,No,Low,45000,Yes,19,3,No,No,0
Procurement,region_29,Bachelor's,m,sourcing,2,33,4.0,10,9,No,Low,53000,No,15,4,Yes,Yes,1
Technology,region_16,Bachelor's,f,other,1,29,4.0,1,7,Yes,High,45000,No,20,3,Yes,Yes,1
Analytics,region_24,Bachelor's,m,sourcing,2,29,3.0,4,9,No,High,60000,Yes,30,2,Yes,No,0
R&D,region_26,Bachelor's,m,other,1,31,3.0,3,8,No,High,45000,Yes,25,1,Yes,Yes,1
Analytics,region_23,Master's & above,m,other,2,38,1.0,7,8,Yes,High,43000,No,16,3,Yes,Yes,1
Analytics,region_22,Bachelor's,m,other,2,25,5.0,2,9,Yes,High,56000,No,20,4,No,Yes,1
Sales & Marketing,region_28,Master's & above,m,sourcing,1,35,5.0,2,10,No,Low,43000,No,25,5,No,No,0
Operations,region_22,Bachelor's,f,sourcing,1,29,5.0,3,8,No,High,45000,No,30,3,No,Yes,1
Sales & Marketing,region_5,Master's & above,m,other,1,39,3.0,11,9,Yes,High,34000,No,25,2,Yes,Yes,1
HR,region_20,Bachelor's,f,sourcing,1,29,3.0,3,7,Yes,Low,25000,No,30,3,Yes,Yes,1
Operations,region_15,Bachelor's,m,other,1,36,4.0,3,8,Yes,High,45000,Yes,25,4,Yes,Yes,1
Analytics,region_10,Master's & above,m,other,2,32,2.0,2,9,No,Low,45000,Yes,30,4,No,Yes,1
Sales & Marketing,region_27,Bachelor's,m,other,1,30,5.0,6,7,Yes,Low,78300,No,23,5,Yes,Yes,1
Sales & Marketing,region_2,Bachelor's,m,sourcing,2,32,4.0,4,8,No,Low,56000,Yes,30,3,Yes,No,0
Sales & Marketing,region_16,Bachelor's,m,sourcing,1,30,3.0,4,9,No,Low,45000,No,25,3,Yes,No,0
Legal,region_31,Bachelor's,m,other,1,33,3.0,6,10,No,Low,43000,No,30,2,Yes,Yes,1
Operations,region_2,Bachelor's,m,sourcing,1,27,2.0,5,8,No,Low,45000,Yes,25,3,No,Yes,1
Operations,region_15,Master's & above,m,other,1,54,5.0,14,9,No,Low,30000,No,30,4,Yes,No,0
Operations,region_15,Bachelor's,m,other,1,36,5.0,3,10,No,Low,45000,Yes,15,1,No,Yes,1
Sales & Marketing,region_28,Master's & above,m,other,1,45,2.0,14,8,No,Low,45000,No,20,3,Yes,Yes,1
R&D,region_15,Master's & above,m,other,1,38,3.0,4,9,No,High,50000,No,25,4,Yes,Yes,1
Operations,region_31,Bachelor's,m,other,1,45,1.0,5,7,No,Low,34000,No,30,3,Yes,Yes,1
Technology,region_13,Bachelor's,f,other,1,25,3.33513425016372,1,8,Yes,High,45000,Yes,35,4,Yes,Yes,1
Operations,region_2,Bachelor's,m,other,1,48,5.0,2,9,Yes,Low,45000,No,23,2,Yes,No,0
Technology,region_27,Bachelor's,f,other,2,31,2.0,4,7,Yes,High,30000,No,35,3,Yes,No,0
Technology,region_5,Bachelor's,m,other,1,30,4.0,2,8,Yes,Low,20000,No,30,4,Yes,No,0
Procurement,region_2,Master's & above,f,other,1,41,3.0,7,9,No,High,25000,No,25,3,Yes,No,0
Procurement,region_17,Master's & above,f,other,1,35,5.0,6,7,No,Low,45000,No,20,2,Yes,Yes,1
Finance,region_2,Below Secondary,f,other,2,22,3.33513425016372,1,8,Yes,High,45000,Yes,28,4,Yes,Yes,1
Technology,region_1,Bachelor's,m,other,1,25,3.33513425016372,1,9,No,High,53000,Yes,30,2,Yes,Yes,1
Sales & Marketing,region_2,Bachelor's,m,other,2,43,3.0,13,7,No,Low,45000,Yes,34,4,Yes,Yes,1
Procurement,region_23,Master's & above,f,other,1,34,5.0,4,9,No,Low,60000,Yes,25,4,No,Yes,1
Sales & Marketing,region_5,Bachelor's,m,sourcing,1,32,1.0,8,7,Yes,Low,45000,No,30,3,Yes,Yes,1
HR,region_13,Bachelor's,f,other,1,31,5.0,2,9,No,High,43000,Yes,25,2,Yes,Yes,1
Analytics,region_28,Bachelor's,m,other,1,35,3.0,6,7,No,High,56000,Yes,30,3,No,Yes,1
Operations,region_22,Bachelor's,m,sourcing,1,43,3.0,5,6,Yes,High,43000,Yes,25,4,No,Yes,1
Procurement,region_16,Bachelor's,f,sourcing,1,32,3.0,5,9,Yes,High,45000,Yes,30,4,No,No,0
Operations,region_32,Master's & above,m,sourcing,1,34,4.0,8,7,No,High,34000,Yes,25,3,Yes,Yes,1
HR,region_7,Bachelor's,m,sourcing,1,41,3.0,16,8,Yes,Low,25000,Yes,30,4,Yes,No,0
Finance,region_2,Below Secondary,m,other,1,23,1.0,2,9,Yes,High,45000,Yes,25,3,No,No,0
HR,region_17,Master's & above,f,other,1,37,2.0,9,6,Yes,Low,18000,No,30,4,Yes,Yes,1
Procurement,region_16,Master's & above,f,sourcing,1,36,2.0,3,7,No,Low,60000,Yes,25,5,No,Yes,1
Operations,region_13,Master's & above,f,sourcing,1,35,3.0,9,9,Yes,Low,89000,Yes,30,3,No,Yes,1
R&D,region_14,Bachelor's,m,other,2,33,5.0,4,9,Yes,High,23000,Yes,25,4,No,Yes,1
Sales & Marketing,region_16,Bachelor's,m,sourcing,1,41,5.0,11,8,Yes,Low,45000,No,21,4,Yes,Yes,1
Sales & Marketing,region_24,Master's & above,m,sourcing,2,31,3.33513425016372,1,7,No,High,39000,No,19,3,Yes,Yes,1
Sales & Marketing,region_2,Bachelor's,m,other,1,34,4.0,8,10,Yes,Low,40000,Yes,20,4,Yes,Yes,1
Operations,region_13,Master's & above,m,other,1,43,2.0,6,7,No,High,45000,Yes,25,4,No,Yes,1
Sales & Marketing,region_8,Bachelor's,m,other,1,24,3.33513425016372,1,6,Yes,Low,56000,No,30,5,No,No,0
Operations,region_2,Bachelor's,m,sourcing,1,38,5.0,5,8,No,High,34000,No,25,3,No,Yes,1
Operations,region_26,Master's & above,m,other,1,55,3.0,16,9,No,High,45000,Yes,30,3,Yes,Yes,1
Technology,region_2,Bachelor's,m,referred,1,41,3.0,15,6,Yes,Low,57000,No,525,4,Yes,Yes,1
Sales & Marketing,region_16,Bachelor's,m,other,1,35,4.0,9,8,Yes,High,76000,No,10,5,No,No,0
Technology,region_10,Bachelor's,f,other,1,28,3.0,3,9,Yes,High,87000,No,8,4,Yes,Yes,1
Analytics,region_7,Master's & above,m,other,2,38,3.0,6,8,No,Low,43000,No,12,3,Yes,Yes,1
Technology,region_17,Bachelor's,m,other,1,26,5.0,4,8,No,High,87000,No,15,2,Yes,Yes,1
Finance,region_32,Bachelor's,f,other,1,27,5.0,4,7,No,Low,43000,Yes,20,4,No,No,0
Analytics,region_30,Bachelor's,m,sourcing,1,28,2.0,2,5,No,High,45000,Yes,25,4,No,Yes,1
Sales & Marketing,region_2,Bachelor's,m,other,1,25,1.0,3,7,No,Low,34000,Yes,30,3,No,No,0
Sales & Marketing,region_15,Bachelor's,m,other,1,35,5.0,9,7,No,High,25000,Yes,25,4,Yes,No,0
Operations,region_7,Bachelor's,f,other,1,40,3.0,7,8,Yes,Low,45000,No,20,5,No,Yes,1
Technology,region_31,Bachelor's,f,other,2,29,4.0,2,9,No,Low,18000,Yes,25,3,Yes,No,0
Technology,region_31,Bachelor's,m,other,1,43,3.0,5,6,Yes,Low,60000,No,30,2,No,No,0
Procurement,region_2,Bachelor's,f,other,1,50,1.0,19,8,Yes,Low,89000,Yes,25,3,Yes,Yes,1
Technology,region_15,Bachelor's,m,sourcing,1,28,1.0,3,9,No,Low,23000,Yes,30,4,Yes,Yes,1
Sales & Marketing,region_22,Bachelor's,m,other,2,25,3.0,3,7,No,Low,45000,No,19,4,Yes,Yes,1
Finance,region_14,Bachelor's,m,sourcing,1,29,5.0,6,7,Yes,Low,39000,No,15,3,Yes,Yes,1
Sales & Marketing,region_7,Bachelor's,f,sourcing,1,25,5.0,3,8,No,Low,40000,No,20,2,Yes,Yes,1
Sales & Marketing,region_9,Bachelor's,m,other,1,33,2.0,6,9,Yes,Low,45000,No,30,2,No,No,0
Analytics,region_21,Bachelor's,m,other,1,28,3.0,2,7,No,High,56000,Yes,25,3,Yes,No,0
Analytics,region_22,Bachelor's,m,sourcing,1,26,3.0,2,4,Yes,Low,34000,No,16,4,Yes,Yes,1
Operations,region_22,Master's & above,m,sourcing,2,43,5.0,16,6,Yes,High,45000,Yes,20,3,Yes,Yes,1
HR,region_16,Bachelor's,f,sourcing,1,33,2.0,7,8,No,Low,57000,No,25,2,Yes,No,0
Operations,region_2,Master's & above,m,sourcing,1,40,3.0,10,9,No,High,76000,Yes,30,3,Yes,Yes,1
Analytics,region_2,Bachelor's,m,other,1,37,3.0,4,10,Yes,Low,87000,No,25,2,Yes,Yes,1
Operations,region_32,Bachelor's,m,other,1,30,5.0,4,9,No,High,45000,No,30,3,Yes,Yes,1
Finance,region_26,Bachelor's,m,sourcing,1,23,1.0,2,8,Yes,Low,45000,No,25,2,Yes,No,0
Sales & Marketing,region_15,Master's & above,m,other,1,28,1.0,4,7,No,High,30000,Yes,30,3,No,No,0
Finance,region_22,Bachelor's,m,other,1,27,3.0,3,8,Yes,High,20000,No,23,4,Yes,Yes,1
Sales & Marketing,region_28,Master's & above,m,other,2,36,3.0,3,9,No,Low,25000,No,30,6,Yes,No,0
Operations,region_27,Bachelor's,f,other,1,28,3.33513425016372,1,7,Yes,Low,45000,No,25,4,No,Yes,1
Sales & Marketing,region_7,Bachelor's,f,other,1,33,2.0,6,8,No,Low,45000,Yes,30,2,No,No,0
Technology,region_2,Bachelor's,m,sourcing,6,31,3.0,9,7,No,High,53000,No,25,4,Yes,No,0
